reading_id,machine_id,machine_name,department,install_year,age_years,reading_date,pressure_bar,temperature_c,vibration_mm_s,oil_viscosity,cycle_count,maintenance_score,failure_occurred,priority
RD-22253,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-29,113.42,46.13,3.496,41.06,27190,16,False,LOW
RD-22254,MCH-005,Quality Test Bench,QA,2017,7,2024-06-06,129.49,77.35,4.961,45.67,84954,28,False,LOW
RD-22255,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-09,132.86,91.88,0.022,54.99,141201,40,False,MEDIUM
RD-22256,MCH-007,Hydraulic Press #2,Production,2014,10,2024-01-23,150.49,55.21,3.502,29.95,32424,36,True,LOW
RD-22257,MCH-008,Welding Station Alpha,Production,2021,3,2024-03-18,122.4,81.41,6.35,53.55,53064,22,False,LOW
RD-22258,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-05-22,88.27,79.9,5.979,45.78,195532,49,False,MEDIUM
RD-22259,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-24,106.28,61.01,1.486,48.2,55170,32,False,LOW
RD-22260,MCH-001,Pipe Bending Line A,Production,2018,6,2024-03-25,104.58,83.62,5.421,54.59,45927,27,True,LOW
RD-22261,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-22,95.26,68.5,5.595,46.38,25664,43,False,MEDIUM
RD-22262,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-10-23,136.47,87.51,4.127,49.36,18688,23,False,LOW
RD-22263,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-07-10,141.01,68.81,3.762,60.19,13588,16,False,LOW
RD-22264,MCH-005,Quality Test Bench,QA,2017,7,2024-11-13,111.64,73.85,1.306,47.82,74760,28,False,LOW
RD-22265,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-03,99.06,46.48,0.844,32.15,147108,32,False,LOW
RD-22266,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-20,98.08,82.02,6.751,42.64,73276,50,False,MEDIUM
RD-22267,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-11,148.76,80.49,5.171,38.8,52624,13,True,LOW
RD-22268,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-05-28,170.69,84.91,5.462,38.95,59504,39,False,LOW
RD-22269,MCH-010,Conveyor System Main,Logistics,2016,8,2023-08-20,114.11,38.98,0.202,55.52,76812,32,False,LOW
RD-22270,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-16,144.02,84.18,2.025,52.99,69363,24,False,LOW
RD-22271,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-26,125.13,75.86,0.765,41.69,152504,36,False,LOW
RD-22272,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-02-22,113.49,63.76,4.566,53.29,50864,20,False,LOW
RD-22273,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-10,188.62,93.22,5.367,43.67,39404,28,True,LOW
RD-22274,MCH-005,Quality Test Bench,QA,2017,7,2024-03-17,136.4,93.04,2.385,49.3,92187,37,False,LOW
RD-22275,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-05,113.6,54.26,5.134,47.88,126372,33,False,LOW
RD-22276,MCH-007,Hydraulic Press #2,Production,2014,10,2024-11-27,137.59,86.42,6.895,33.18,162196,52,False,MEDIUM
RD-22277,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-31,143.99,80.17,7.726,49.78,87138,33,False,LOW
RD-22278,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-10-22,94.97,72.49,5.82,63.2,90348,45,False,MEDIUM
RD-22279,MCH-010,Conveyor System Main,Logistics,2016,8,2023-03-28,110.43,58.2,3.287,41.48,108180,32,False,LOW
RD-22280,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-19,99.27,75.39,6.666,47.15,67293,37,False,LOW
RD-22281,MCH-002,Hydraulic Press #1,Production,2015,9,2023-08-28,118.21,63.24,5.01,43.41,102128,36,False,LOW
RD-22282,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-29,115.4,80.02,1.496,48.53,57330,20,False,LOW
RD-22283,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-05,129.08,54.94,3.237,48.82,84724,16,True,LOW
RD-22284,MCH-005,Quality Test Bench,QA,2017,7,2023-04-28,149.47,90.48,0.556,48.61,94746,34,False,LOW
RD-22285,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-02,125.07,47.91,5.816,45.76,31047,38,False,LOW
RD-22286,MCH-007,Hydraulic Press #2,Production,2014,10,2024-04-17,70.93,91.17,3.295,41.98,138852,57,False,MEDIUM
RD-22287,MCH-008,Welding Station Alpha,Production,2021,3,2023-10-17,144.56,94.61,1.631,55.79,93494,23,False,LOW
RD-22288,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-11-05,108.24,89.33,5.382,44.79,54032,44,True,MEDIUM
RD-22289,MCH-010,Conveyor System Main,Logistics,2016,8,2023-05-01,121.36,70.67,9.65,46.24,72957,69,True,MEDIUM
RD-22290,MCH-001,Pipe Bending Line A,Production,2018,6,2024-12-13,105.89,51.16,4.489,46.06,96468,24,False,LOW
RD-22291,MCH-002,Hydraulic Press #1,Production,2015,9,2023-06-03,165.34,79.41,5.575,48.42,175616,40,False,MEDIUM
RD-22292,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-22,109.98,82.28,5.632,26.71,95700,25,False,LOW
RD-22293,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-05-01,117.67,100.68,2.252,44.11,81740,34,False,LOW
RD-22294,MCH-005,Quality Test Bench,QA,2017,7,2024-03-07,134.56,92.49,5.986,46.29,142521,44,False,MEDIUM
RD-22295,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-05,99.37,101.47,9.697,45.25,97992,89,False,HIGH
RD-22296,MCH-007,Hydraulic Press #2,Production,2014,10,2023-11-01,101.03,41.42,1.402,42.24,128020,36,False,LOW
RD-22297,MCH-008,Welding Station Alpha,Production,2021,3,2024-06-26,111.56,62.04,0.464,43.17,79678,12,False,LOW
RD-22298,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-11-21,91.99,87.83,1.718,41.58,123568,43,False,MEDIUM
RD-22299,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-19,121.12,98.43,3.417,45.56,134946,48,False,MEDIUM
RD-22300,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-03,94.47,56.9,0.937,36.98,80046,26,False,LOW
RD-22301,MCH-002,Hydraulic Press #1,Production,2015,9,2024-08-19,108.68,77.88,0.901,40.19,174836,36,False,LOW
RD-22302,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-08-21,130.96,88.24,4.969,47.64,45800,23,False,LOW
RD-22303,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-11-24,94.71,98.07,0.995,39.58,37212,34,False,LOW
RD-22304,MCH-005,Quality Test Bench,QA,2017,7,2024-03-09,137.49,55.4,2.781,51.78,35235,28,False,LOW
RD-22305,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-28,100.55,93.82,2.491,46.98,139746,42,False,MEDIUM
RD-22306,MCH-007,Hydraulic Press #2,Production,2014,10,2024-11-02,99.74,63.31,8.139,55.64,149632,61,False,MEDIUM
RD-22307,MCH-008,Welding Station Alpha,Production,2021,3,2024-03-04,114.53,79.03,4.606,46.09,72236,12,False,LOW
RD-22308,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-11,157.24,56.5,7.268,49.06,131868,54,True,MEDIUM
RD-22309,MCH-010,Conveyor System Main,Logistics,2016,8,2023-05-06,152.03,42.94,2.448,48.24,77406,32,False,LOW
RD-22310,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-30,93.84,56.8,1.254,40.45,38076,27,False,LOW
RD-22311,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-27,68.87,109.27,6.494,47.57,97128,92,False,HIGH
RD-22312,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-07-02,127.44,84.35,6.476,40.07,64298,31,False,LOW
RD-22313,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-02-21,105.38,64.81,3.309,40.76,61356,16,False,LOW
RD-22314,MCH-005,Quality Test Bench,QA,2017,7,2024-11-22,122.01,82.25,3.456,56.66,54681,28,False,LOW
RD-22315,MCH-006,Packaging Unit B,Logistics,2016,8,2023-01-07,121.41,34.82,4.201,46.06,90804,32,False,LOW
RD-22316,MCH-007,Hydraulic Press #2,Production,2014,10,2023-10-08,145.47,80.12,3.907,54.07,27468,36,False,LOW
RD-22317,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-09,77.78,54.52,2.708,38.63,42372,23,False,LOW
RD-22318,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-16,103.31,74.02,2.09,45.79,79176,36,False,LOW
RD-22319,MCH-010,Conveyor System Main,Logistics,2016,8,2023-01-18,144.05,83.18,2.024,48.1,70746,32,False,LOW
RD-22320,MCH-001,Pipe Bending Line A,Production,2018,6,2023-04-16,108.26,51.51,0.788,37.31,131427,24,False,LOW
RD-22321,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-16,119.47,67.47,5.049,49.29,178944,36,True,LOW
RD-22322,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-06,115.55,73.3,6.0,55.41,86546,28,False,LOW
RD-22323,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-25,123.38,72.38,5.857,49.22,39002,22,False,LOW
RD-22324,MCH-005,Quality Test Bench,QA,2017,7,2023-06-22,114.45,46.86,6.845,37.27,22431,42,False,MEDIUM
RD-22325,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-12,81.02,61.82,5.999,36.97,102339,49,False,MEDIUM
RD-22326,MCH-007,Hydraulic Press #2,Production,2014,10,2023-10-29,147.77,87.37,1.454,47.45,49808,38,False,LOW
RD-22327,MCH-008,Welding Station Alpha,Production,2021,3,2023-05-10,131.98,100.18,4.376,49.19,33608,30,False,LOW
RD-22328,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-06-18,100.31,40.69,5.837,45.78,119356,42,False,MEDIUM
RD-22329,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-23,115.73,95.18,3.502,46.24,60534,44,False,MEDIUM
RD-22330,MCH-001,Pipe Bending Line A,Production,2018,6,2023-06-21,133.12,53.91,1.245,38.24,19830,24,False,LOW
RD-22331,MCH-002,Hydraulic Press #1,Production,2015,9,2024-08-27,109.26,54.64,6.812,50.42,179464,50,False,MEDIUM
RD-22332,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-02-08,114.48,62.29,5.589,36.08,26140,24,False,LOW
RD-22333,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-05,108.03,81.67,3.419,45.79,30454,16,False,LOW
RD-22334,MCH-005,Quality Test Bench,QA,2017,7,2024-08-10,146.47,41.61,6.453,49.39,35538,39,False,LOW
RD-22335,MCH-006,Packaging Unit B,Logistics,2016,8,2024-12-28,147.22,89.98,2.675,43.04,26766,37,False,LOW
RD-22336,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-16,127.23,73.91,2.277,34.05,35016,36,False,LOW
RD-22337,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-27,129.79,53.63,0.842,47.91,79472,12,False,LOW
RD-22338,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-08-24,100.56,91.3,4.608,35.8,117836,43,True,MEDIUM
RD-22339,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-09,122.24,80.14,3.843,52.42,146544,32,True,LOW
RD-22340,MCH-001,Pipe Bending Line A,Production,2018,6,2023-06-06,76.48,72.71,4.742,48.09,83616,35,True,LOW
RD-22341,MCH-002,Hydraulic Press #1,Production,2015,9,2023-11-06,121.19,89.68,5.229,48.79,184056,43,True,MEDIUM
RD-22342,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-07-11,125.76,96.24,10.079,38.48,70572,74,False,HIGH
RD-22343,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-04-02,102.12,87.79,6.484,51.38,18470,31,False,LOW
RD-22344,MCH-005,Quality Test Bench,QA,2017,7,2023-09-23,84.96,58.85,3.853,49.75,17727,35,False,LOW
RD-22345,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-29,100.85,44.62,0.27,50.89,120066,32,False,LOW
RD-22346,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-02,159.71,89.8,4.779,51.64,20516,41,False,MEDIUM
RD-22347,MCH-008,Welding Station Alpha,Production,2021,3,2024-11-02,125.46,68.07,4.974,38.16,60828,12,False,LOW
RD-22348,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-20,147.52,22.86,2.859,52.39,149124,36,False,LOW
RD-22349,MCH-010,Conveyor System Main,Logistics,2016,8,2024-06-26,130.77,79.01,2.499,51.29,128796,32,True,LOW
RD-22350,MCH-001,Pipe Bending Line A,Production,2018,6,2023-07-08,114.89,85.45,5.704,45.05,132702,30,False,LOW
RD-22351,MCH-002,Hydraulic Press #1,Production,2015,9,2023-08-18,101.33,53.13,5.554,43.9,51804,40,False,MEDIUM
RD-22352,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-02-13,114.34,74.86,1.586,56.87,62600,20,False,LOW
RD-22353,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-19,132.98,74.55,6.729,41.51,35532,29,False,LOW
RD-22354,MCH-005,Quality Test Bench,QA,2017,7,2024-01-22,82.28,79.29,3.162,53.18,122445,36,False,LOW
RD-22355,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-24,115.25,74.92,1.649,41.15,141573,32,True,LOW
RD-22356,MCH-007,Hydraulic Press #2,Production,2014,10,2024-07-25,108.21,61.8,2.3,46.03,149660,36,False,LOW
RD-22357,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-13,164.98,81.51,1.699,42.61,36924,12,False,LOW
RD-22358,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-02-23,73.53,77.05,6.655,46.27,21772,62,True,MEDIUM
RD-22359,MCH-010,Conveyor System Main,Logistics,2016,8,2023-05-18,134.59,51.73,6.088,35.33,135969,40,False,MEDIUM
RD-22360,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-14,136.83,77.21,2.904,38.3,38835,24,False,LOW
RD-22361,MCH-002,Hydraulic Press #1,Production,2015,9,2024-09-15,100.75,83.05,2.492,46.45,66320,36,False,LOW
RD-22362,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-10-09,159.06,91.69,5.809,39.42,58660,34,False,LOW
RD-22363,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-05-10,121.74,85.56,5.166,49.26,38742,17,False,LOW
RD-22364,MCH-005,Quality Test Bench,QA,2017,7,2023-04-28,72.98,69.43,0.044,46.2,143514,41,False,MEDIUM
RD-22365,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-27,71.53,77.36,2.651,28.65,62352,46,False,MEDIUM
RD-22366,MCH-007,Hydraulic Press #2,Production,2014,10,2023-07-24,121.58,82.54,0.107,35.97,68104,36,True,LOW
RD-22367,MCH-008,Welding Station Alpha,Production,2021,3,2024-08-31,158.99,73.02,1.969,51.34,41240,12,False,LOW
RD-22368,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-12-07,143.79,57.03,0.179,45.63,48856,36,False,LOW
RD-22369,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-14,107.61,67.81,7.466,45.98,75174,51,False,MEDIUM
RD-22370,MCH-001,Pipe Bending Line A,Production,2018,6,2024-06-16,98.98,62.09,0.899,40.21,111657,24,False,LOW
RD-22371,MCH-002,Hydraulic Press #1,Production,2015,9,2024-10-13,107.84,71.12,2.859,50.96,22640,36,False,LOW
RD-22372,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-11-14,171.3,81.18,3.388,39.56,63254,20,False,LOW
RD-22373,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-28,126.82,47.07,7.096,57.31,56502,32,False,LOW
RD-22374,MCH-005,Quality Test Bench,QA,2017,7,2023-07-21,113.55,75.17,1.73,52.39,147264,28,False,LOW
RD-22375,MCH-006,Packaging Unit B,Logistics,2016,8,2023-08-18,157.22,69.89,6.067,57.15,61239,40,False,MEDIUM
RD-22376,MCH-007,Hydraulic Press #2,Production,2014,10,2023-06-06,84.21,76.15,0.062,46.53,52268,43,False,MEDIUM
RD-22377,MCH-008,Welding Station Alpha,Production,2021,3,2024-08-15,112.64,87.41,3.398,51.16,80662,14,False,LOW
RD-22378,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-09-03,130.58,67.31,3.083,57.33,69444,36,True,LOW
RD-22379,MCH-010,Conveyor System Main,Logistics,2016,8,2023-01-26,116.97,66.53,2.652,46.09,147048,32,False,LOW
RD-22380,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-03,109.67,86.61,3.27,49.9,85569,25,True,LOW
RD-22381,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-01,121.98,41.38,1.858,28.79,140920,36,False,LOW
RD-22382,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-06-14,116.6,43.24,3.501,51.85,23480,20,False,LOW
RD-22383,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-09-27,135.89,82.25,1.55,40.67,82210,16,False,LOW
RD-22384,MCH-005,Quality Test Bench,QA,2017,7,2024-04-26,87.14,92.73,0.469,57.88,88809,43,False,MEDIUM
RD-22385,MCH-006,Packaging Unit B,Logistics,2016,8,2024-05-12,185.13,66.34,0.8,43.22,44646,32,True,LOW
RD-22386,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-20,121.73,94.08,5.029,47.25,35532,47,False,MEDIUM
RD-22387,MCH-008,Welding Station Alpha,Production,2021,3,2024-02-19,112.55,61.97,5.157,49.18,24814,13,False,LOW
RD-22388,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-04-05,110.86,73.61,6.519,51.94,82268,48,False,MEDIUM
RD-22389,MCH-010,Conveyor System Main,Logistics,2016,8,2024-02-06,79.21,98.77,2.248,58.75,52077,58,False,MEDIUM
RD-22390,MCH-001,Pipe Bending Line A,Production,2018,6,2023-08-09,132.73,50.94,2.025,44.75,149076,24,False,LOW
RD-22391,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-04,112.91,60.78,3.837,44.95,57180,36,False,LOW
RD-22392,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-07-29,115.05,71.67,3.918,64.38,62580,20,False,LOW
RD-22393,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-29,123.24,71.64,6.787,43.52,65006,30,False,LOW
RD-22394,MCH-005,Quality Test Bench,QA,2017,7,2023-10-06,106.81,59.11,6.662,49.34,81969,41,False,MEDIUM
RD-22395,MCH-006,Packaging Unit B,Logistics,2016,8,2024-05-01,152.4,66.3,1.594,46.72,75534,32,False,LOW
RD-22396,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-12,153.4,83.15,0.275,28.99,137844,36,False,LOW
RD-22397,MCH-008,Welding Station Alpha,Production,2021,3,2023-08-23,97.14,74.51,4.709,45.44,91854,13,False,LOW
RD-22398,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-09,127.76,75.96,5.168,45.43,60148,37,False,LOW
RD-22399,MCH-010,Conveyor System Main,Logistics,2016,8,2023-04-28,107.13,71.01,3.599,47.75,124146,32,False,LOW
RD-22400,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-23,109.07,95.86,6.422,52.66,138819,48,True,MEDIUM
RD-22401,MCH-002,Hydraulic Press #1,Production,2015,9,2024-07-28,114.38,83.38,0.887,53.05,32252,36,False,LOW
RD-22402,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-20,105.04,79.24,5.235,28.15,82326,21,False,LOW
RD-22403,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-13,79.48,73.71,2.378,49.68,27392,26,True,LOW
RD-22404,MCH-005,Quality Test Bench,QA,2017,7,2024-01-15,153.27,61.39,2.175,40.52,73167,28,False,LOW
RD-22405,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-11,130.62,89.2,3.537,31.49,91644,37,False,LOW
RD-22406,MCH-007,Hydraulic Press #2,Production,2014,10,2024-02-11,95.19,90.05,2.988,49.39,181164,44,False,MEDIUM
RD-22407,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-06,148.86,100.73,0.303,50.29,76642,30,True,LOW
RD-22408,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-08-05,140.37,55.03,3.791,47.37,93612,36,False,LOW
RD-22409,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-19,76.28,61.15,4.54,42.61,91368,43,False,MEDIUM
RD-22410,MCH-001,Pipe Bending Line A,Production,2018,6,2023-09-27,107.09,55.38,4.462,43.46,57570,24,False,LOW
RD-22411,MCH-002,Hydraulic Press #1,Production,2015,9,2024-01-19,130.97,47.14,4.124,44.08,55980,36,True,LOW
RD-22412,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-08-28,139.89,62.78,0.782,43.55,80928,20,False,LOW
RD-22413,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-07,135.59,73.59,5.388,37.68,55494,19,False,LOW
RD-22414,MCH-005,Quality Test Bench,QA,2017,7,2024-03-28,130.09,50.26,8.759,48.09,137694,58,True,MEDIUM
RD-22415,MCH-006,Packaging Unit B,Logistics,2016,8,2024-06-22,109.75,61.93,1.174,58.82,45342,32,False,LOW
RD-22416,MCH-007,Hydraulic Press #2,Production,2014,10,2024-06-08,155.99,78.4,2.865,50.56,153272,36,False,LOW
RD-22417,MCH-008,Welding Station Alpha,Production,2021,3,2023-08-27,157.22,77.82,4.809,51.95,87718,12,False,LOW
RD-22418,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-03-05,86.48,78.78,3.668,38.64,44788,42,False,MEDIUM
RD-22419,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-03,120.32,62.13,8.534,50.73,135129,60,True,MEDIUM
RD-22420,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-20,90.93,61.56,3.153,48.62,89691,28,True,LOW
RD-22421,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-12,153.62,83.36,4.952,49.98,25136,36,False,LOW
RD-22422,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-11,124.73,57.01,5.449,31.74,41942,23,False,LOW
RD-22423,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-12,103.75,84.39,4.752,59.5,88650,16,False,LOW
RD-22424,MCH-005,Quality Test Bench,QA,2017,7,2023-08-28,100.12,79.84,7.282,40.49,94659,46,False,MEDIUM
RD-22425,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-09,105.47,90.54,4.647,55.64,79266,38,False,LOW
RD-22426,MCH-007,Hydraulic Press #2,Production,2014,10,2023-10-05,129.46,69.8,4.397,56.92,47988,36,False,LOW
RD-22427,MCH-008,Welding Station Alpha,Production,2021,3,2024-02-10,138.79,70.97,3.652,53.83,47112,12,False,LOW
RD-22428,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-04-16,88.59,74.02,4.169,41.94,165924,41,False,MEDIUM
RD-22429,MCH-010,Conveyor System Main,Logistics,2016,8,2024-11-04,141.31,67.56,4.684,58.31,118755,32,False,LOW
RD-22430,MCH-001,Pipe Bending Line A,Production,2018,6,2023-09-09,106.95,89.27,2.923,48.68,37827,29,False,LOW
RD-22431,MCH-002,Hydraulic Press #1,Production,2015,9,2023-09-25,123.61,102.42,7.675,45.24,199444,78,True,HIGH
RD-22432,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-07-09,148.1,90.12,3.064,48.01,30174,26,False,LOW
RD-22433,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-03,144.56,94.23,4.87,42.52,48326,27,True,LOW
RD-22434,MCH-005,Quality Test Bench,QA,2017,7,2023-11-13,99.7,64.5,3.897,40.14,130950,28,False,LOW
RD-22435,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-10,123.71,61.12,9.568,54.12,126789,68,True,MEDIUM
RD-22436,MCH-007,Hydraulic Press #2,Production,2014,10,2024-05-08,165.71,122.77,0.296,29.63,96860,81,False,HIGH
RD-22437,MCH-008,Welding Station Alpha,Production,2021,3,2024-04-08,140.25,68.07,4.541,41.05,59770,12,True,LOW
RD-22438,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-23,101.38,94.87,3.502,48.92,141972,47,True,MEDIUM
RD-22439,MCH-010,Conveyor System Main,Logistics,2016,8,2023-01-14,104.42,77.2,2.03,38.01,105657,32,False,LOW
RD-22440,MCH-001,Pipe Bending Line A,Production,2018,6,2023-12-27,125.98,39.34,5.532,37.4,127344,28,False,LOW
RD-22441,MCH-002,Hydraulic Press #1,Production,2015,9,2024-04-15,163.39,87.64,3.758,40.08,64280,39,True,LOW
RD-22442,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-01-24,124.3,52.22,4.372,43.33,58746,20,False,LOW
RD-22443,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-06,143.26,66.1,2.439,47.52,84822,16,False,LOW
RD-22444,MCH-005,Quality Test Bench,QA,2017,7,2024-09-24,140.85,102.81,5.424,54.37,140712,52,True,MEDIUM
RD-22445,MCH-006,Packaging Unit B,Logistics,2016,8,2024-07-31,122.36,94.83,3.952,39.71,68763,43,False,MEDIUM
RD-22446,MCH-007,Hydraulic Press #2,Production,2014,10,2023-08-02,151.13,48.96,1.532,48.51,65144,36,False,LOW
RD-22447,MCH-008,Welding Station Alpha,Production,2021,3,2023-03-20,148.44,69.12,3.223,42.51,16606,12,False,LOW
RD-22448,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-01-24,157.7,130.97,1.212,55.27,85904,91,True,HIGH
RD-22449,MCH-010,Conveyor System Main,Logistics,2016,8,2023-03-26,86.28,114.16,6.306,44.15,15690,84,True,HIGH
RD-22450,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-16,133.06,44.61,3.273,40.36,30729,24,False,LOW
RD-22451,MCH-002,Hydraulic Press #1,Production,2015,9,2024-10-09,141.37,93.19,1.55,52.17,154596,45,False,MEDIUM
RD-22452,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-07-17,117.89,83.48,4.816,37.2,57778,20,False,LOW
RD-22453,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-27,103.35,84.3,1.474,58.83,82430,16,False,LOW
RD-22454,MCH-005,Quality Test Bench,QA,2017,7,2024-08-11,109.01,68.13,2.931,37.69,54828,28,False,LOW
RD-22455,MCH-006,Packaging Unit B,Logistics,2016,8,2024-12-05,129.14,79.43,6.974,29.43,61083,47,False,MEDIUM
RD-22456,MCH-007,Hydraulic Press #2,Production,2014,10,2023-08-13,118.15,59.25,7.043,42.75,23928,52,False,MEDIUM
RD-22457,MCH-008,Welding Station Alpha,Production,2021,3,2023-07-31,111.36,48.46,5.81,40.33,87588,18,False,LOW
RD-22458,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-01-21,115.6,81.83,0.932,49.65,24612,36,False,LOW
RD-22459,MCH-010,Conveyor System Main,Logistics,2016,8,2023-10-04,111.75,66.6,7.724,48.91,145101,53,False,MEDIUM
RD-22460,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-03,121.9,98.17,0.705,49.99,104592,39,False,LOW
RD-22461,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-11,161.44,104.63,2.038,44.03,178260,59,False,MEDIUM
RD-22462,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-09-29,157.09,95.58,2.913,48.82,81756,32,False,LOW
